Trailing P/E Ratio,Forward P/E Ratio,Price to Book Ratio,Dividend Yield,Earnings Per Share Trailing,Earnings Per Share Forward,Return on Equity,Debt to Equity Ratio,Free Cash Flow,Revenue Growth,Beta (Volatility),Operating Margin,Gross Margin,Net Profit Margin,Price to Sales Ratio,Current Ratio,Quick Ratio,Interest Coverage Ratio,Dividend Payout Ratio,Return on Assets,Return on Investment,Enterprise Value,Enterprise Value to EBITDA,Price to Free Cash Flow,PEG Ratio,Book Value Per Share,Symbol,Error
242.83333,-56.038464,1.5128232,Not Available,Not Available,-0.19,-0.01569,58.828,-186001744,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2.283,2.283,Not Available,Not Available,-0.00874,Not Available,1723532416,-90.679,Not Available,Not Available,9.631,SA,
29.333334,36.75856,1.3253013,Not Available,Not Available,0.14,0.04933,74.09,120431184,-0.036,2.472,0.2351,0.71808,0.09783,2.6905458,11.84,10.143,Not Available,Not Available,0.03204,Not Available,1273075840,9.086,Not Available,Not Available,1.328,OLPX,
15.037151,14.700363,1.4281094,0.0239,Not Available,3.3,0.10079,Not Available,Not Available,-0.019,0.83,0.41477,Not Available,0.3081,4.5966897,Not Available,Not Available,Not Available,Not Available,0.012460001,Not Available,1721822464,Not Available,Not Available,Not Available,34.01,NBHC,
Infinity,94.550575,3.2614636,Not Available,Not Available,0.34,-0.00151,11.951,29003376,0.143,1.002,0.01113,0.71458,-0.00234,5.1676164,1.318,0.364,Not Available,Not Available,-0.00271,Not Available,1896099968,67.539,Not Available,Not Available,3.293,AVDX,
11.723405,Not Available,1.0699029,0.1075,Not Available,Not Available,0.07739,5.525,6442121,-0.03,0.916,0.36637002,1.0,4.34654,50.043034,1.913,1.896,Not Available,Not Available,0.00375,Not Available,2060004992,Not Available,Not Available,Not Available,5.15,GAB,
Not Available,5.762123,1.3857582,0.14770001,Not Available,2.86,0.28655002,72.08,-613222656,0.483,Not Available,0.30208,0.68014,0.30956,2.0100777,1.048,0.911,Not Available,Not Available,0.12574,Not Available,2202102016,4.112,Not Available,Not Available,11.712,MNR,
18.810184,14.220514,1.201218,0.0475,Not Available,2.85,0.060939997,133.673,-123997376,-0.032,0.574,-0.14118,0.37937,0.069,1.433044,0.721,0.192,Not Available,Not Available,0.02397,Not Available,3436013312,10.216,Not Available,Not Available,33.824,NWN,
Not Available,-45.656776,4.1885324,Not Available,Not Available,0.58,-0.43021,10.966,19379624,0.234,1.801,-0.12659,0.65769,-0.45898,3.6953418,4.102,3.776,Not Available,Not Available,-0.075040005,Not Available,1010891584,-22.842,Not Available,Not Available,5.145,CDNA,
15.207951,15.150038,2.5005028,Not Available,Not Available,3.27,0.2006,14.916,47649248,0.258,Not Available,0.16312,0.3167,0.12241,1.8260056,1.59,0.632,Not Available,Not Available,0.03526,Not Available,1793174528,9.662,Not Available,Not Available,19.888,SKWD,
16.9863,17.714285,3.367735,Not Available,Not Available,0.9,0.22069,35.232,27571376,0.539,0.893,0.19825001,0.51924,0.1362,2.3169274,2.081,1.461,Not Available,Not Available,0.045939997,Not Available,1528577536,23.539,Not Available,Not Available,3.682,HLIT,
67.14285,7.36654,1.0368409,Not Available,Not Available,0.66,0.02587,12.772,224102256,0.131,1.632,0.24789,0.28154,0.02446,1.4402151,1.939,1.262,Not Available,Not Available,0.0404,Not Available,1489321984,3.448,Not Available,Not Available,4.533,FSM,
Not Available,686.6667,2.5884275,0.0121,Not Available,0.06,-0.04916,13.734,-10464875,0.04,1.143,-0.06804,0.38104,-0.05005,2.570672,3.149,2.928,Not Available,Not Available,-0.04152,Not Available,1382588416,-32.627,Not Available,Not Available,15.917,MMI,
Not Available,41.41063,26.150091,Not Available,Not Available,1.03,-0.50226,322.898,-100520000,0.438,Not Available,0.026819998,0.7256,-0.19750999,8.991457,1.548,0.764,Not Available,Not Available,-0.01681,Not Available,1935089280,706.753,Not Available,Not Available,1.639,HROW,
33.85,31.014357,7.6170115,Not Available,Not Available,1.11,0.26693,0.006,60546000,-0.037,0.215,0.15496,0.39865002,0.119940005,3.8806112,3.284,2.337,Not Available,Not Available,0.15145999,Not Available,1775598848,23.358,Not Available,Not Available,4.444,COCO,
2.92609,2.9975576,0.4907601,0.0395,Not Available,27.49,0.17983,20.05,-360376640,0.071,Not Available,0.51575,0.76139,0.56162,1.6533073,3.927,2.55,Not Available,Not Available,0.085930005,Not Available,1958910336,2.927,Not Available,Not Available,175.055,DAC,
Not Available,-28.317974,0.53277266,0.0032,Not Available,-0.33,0.00274,90.511,250833504,0.022,1.85,0.10361,0.25671,0.00246,1.0146434,1.216,0.779,Not Available,Not Available,0.0091699995,Not Available,4033651968,12.641,Not Available,Not Available,23.068,PEB,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,GIGGU,
Not Available,-4.72108,3.921065,Not Available,Not Available,-3.54,-0.81878,0.233,-142710752,Not Available,0.917,-7.16616,Not Available,Not Available,89.57224,6.986,6.923,Not Available,Not Available,-0.48666,Not Available,1013957120,-3.157,Not Available,Not Available,4.282,SNDX,
Not Available,-10.112148,1.8048373,0.044,Not Available,-1.07,-0.16912001,317.147,10500000,-0.105,1.125,0.052270003,0.64776003,-0.64962995,3.0769823,1.207,0.767,Not Available,Not Available,0.00147,Not Available,7190738432,42.802,Not Available,Not Available,5.995,KW,
15.394737,14.373464,0.97532505,0.0789,Not Available,1.25,0.062,235.238,Not Available,-0.049,1.985,0.41900003,0.7453,0.37394002,5.810644,10.682,10.514,Not Available,Not Available,0.01749,Not Available,3479079936,Not Available,Not Available,Not Available,11.996,LADR,
Not Available,-3.8,2.5538461,Not Available,Not Available,-4.67,-0.4977,13.982,-53500000,0.5,0.89,-2.1875,-0.67300004,-1.02662,5.4872165,5.242,5.163,Not Available,Not Available,-0.15248,Not Available,493535744,-1.714,Not Available,Not Available,6.175,RCUS,
62.034092,75.81944,3.1402438,Not Available,Not Available,0.79,0.053990003,9.343,31717750,0.103,0.615,0.06492,0.78734,0.06382,3.9416504,5.986,5.185,Not Available,Not Available,0.033889998,Not Available,1204992896,36.42,Not Available,Not Available,8.692,STAA,
Not Available,60.089897,3.411113,Not Available,Not Available,0.7,Not Available,199.745,Not Available,-0.071,Not Available,0.05822,0.0787,-0.08806,0.69568723,1.643,1.538,Not Available,Not Available,Not Available,Not Available,2797708288,12.987,Not Available,Not Available,5.957,CTRI,
Not Available,-76.80198,Not Available,Not Available,Not Available,-0.07,Not Available,Not Available,86462496,-0.043,1.906,-0.03808,0.05524,-0.054619998,0.4174592,0.63,0.271,Not Available,Not Available,0.01667,Not Available,4024591616,17.483,Not Available,Not Available,-7.825,CLMT,
22.025642,15.070176,4.67483,0.0367,Not Available,1.39,0.26563,187.342,215375008,-0.004,Not Available,0.04644,0.2865,0.025009999,0.544182,0.782,0.319,Not Available,Not Available,0.10621,Not Available,2047885568,5.171,Not Available,Not Available,3.675,KLG,
Not Available,11.81232,0.87145215,Not Available,Not Available,0.85,-0.1288,142.942,240267872,0.002,1.13,0.089209996,0.18741,-0.0657,0.4140707,1.236,0.91,Not Available,Not Available,0.041079998,Not Available,3479518464,5.198,Not Available,Not Available,11.521,AHCO,
9.0,Not Available,Not Available,0.1421,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,PDO,
8.941559,8.972306,1.0378355,Not Available,Not Available,6.14,0.12885,Not Available,Not Available,-0.249,1.615,0.35938,Not Available,0.322,2.5664449,Not Available,Not Available,Not Available,Not Available,0.01,Not Available,260878640,Not Available,Not Available,Not Available,53.072,CUBI,
8.669904,Not Available,0.9777729,0.076,Not Available,Not Available,0.114580005,0.01,5436457,0.045,1.016,0.70641,1.0,3.90575,33.01347,0.779,0.768,Not Available,Not Available,0.01272,Not Available,1650728448,Not Available,Not Available,Not Available,9.133,BDJ,
36.039215,24.922033,2.0895863,Not Available,Not Available,1.19,0.052410003,29.946,95075000,0.318,1.423,0.14175001,0.38477,-0.2608,2.0208566,2.345,1.067,Not Available,Not Available,0.03288,Not Available,1765070848,15.309,Not Available,Not Available,8.796,KN,
27.831394,25.736559,1.5615214,0.0139999995,Not Available,2.45,0.05768,37.483,279251872,-0.086,0.982,0.04394,0.1015,0.02321,0.64044803,2.361,1.382,Not Available,Not Available,0.03365,Not Available,1833300736,11.367,Not Available,Not Available,30.656,BHE,
Not Available,-22.39023,4.502924,Not Available,Not Available,-0.14,-0.28898,1.071,103216752,-0.313,2.043,-0.028169999,0.15619001,-0.04321,0.7296715,1.547,1.453,Not Available,Not Available,-0.05659,Not Available,1251528064,-16.236,Not Available,Not Available,0.684,CLOV,
501.42856,23.716215,1.8452318,Not Available,Not Available,2.77,0.014199999,72.29,27450000,0.242,2.081,0.04774,0.16952999,0.00182,0.79919624,2.747,1.523,Not Available,Not Available,0.02488,Not Available,1981640960,13.264,Not Available,Not Available,19.022,UCTT,
16.154762,12.008849,0.7551054,0.040999997,Not Available,1.2,0.048460003,Not Available,Not Available,-0.11,1.126,0.32145,Not Available,0.21034001,3.3861756,Not Available,Not Available,Not Available,Not Available,0.0054400004,Not Available,1216910336,Not Available,Not Available,Not Available,17.971,HOPE,
Not Available,-15.922465,0.34734458,Not Available,Not Available,-0.07,-0.05844,11.151,-35786752,0.131,2.188,-0.14694999,0.30313998,-0.26184,1.5350713,2.473,1.308,Not Available,Not Available,-0.01397,Not Available,1414421248,45.446,Not Available,Not Available,3.973,TLRY,
20.415094,14.60519,2.0291622,Not Available,Not Available,3.09,0.102539994,38.032,84843624,0.015,1.438,0.09421,0.25618,0.04606,0.9120241,2.017,1.304,Not Available,Not Available,0.063769996,Not Available,1456712832,8.042,Not Available,Not Available,21.329,THRM,
0.21919301,-0.335,Not Available,Not Available,Not Available,-6.0,-24.169441,Not Available,-166218752,-0.394,2.23,-0.21102,0.00721,-0.39969003,1.6824448,0.305,0.167,Not Available,Not Available,-0.16044001,Not Available,1701027328,-6.399,Not Available,Not Available,-0.169,UP,
13.697435,11.829052,1.0828232,0.0358,Not Available,2.5,0.08587,Not Available,Not Available,0.093,0.832,0.39402,Not Available,0.24941999,3.403484,Not Available,Not Available,Not Available,Not Available,0.00918,Not Available,1431302528,Not Available,Not Available,Not Available,24.667,BUSE,
Not Available,-32.32413,1.2843138,Not Available,Not Available,-0.4,-0.00219,0.141,-13014750,Not Available,-0.208,-3937.0835,Not Available,30.548,3834.9465,20.958,20.861,Not Available,Not Available,-0.04005,Not Available,1888468864,-13.331,Not Available,Not Available,10.2,NPWR,
Not Available,49.607143,7.3105264,Not Available,Not Available,0.1,-0.20405,0.245,-93682752,0.428,4.076,-0.5675,0.5955,-0.41875,20.881264,1.0,0.874,Not Available,Not Available,-0.040430002,Not Available,2820738816,94.292,Not Available,Not Available,0.95,WULF,
13.332661,12.536492,1.4962214,0.0182,Not Available,5.0,0.11347,115.428,-29200000,0.035,1.479,0.117089994,0.15755999,0.04517,0.5846797,1.833,0.888,Not Available,Not Available,0.047280002,Not Available,3719685888,8.711,Not Available,Not Available,44.198,GBX,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,ECCW,
4.1827245,4.3715277,0.9992857,0.0749,Not Available,2.88,0.31212,27.463,25244250,0.017,1.631,0.41696998,1.0,6.34132,24.565025,0.025,0.025,Not Available,Not Available,0.01235,Not Available,Not Available,Not Available,Not Available,Not Available,12.599,KYN,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BHFAL,
12.113022,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,ECCX,
32.039215,20.618296,2.4866838,0.1004,Not Available,0.76,0.06804,26.909,Not Available,0.034,1.127,0.46077,0.93182,0.18461001,4.8113294,5.196,4.811,Not Available,Not Available,0.060689997,Not Available,1952333440,7.459,Not Available,Not Available,6.571,KRP,
4.693356,6.952488,1.0836217,0.1462,Not Available,3.91,0.23854999,69.361,197124640,-0.43,1.124,0.23200001,0.75156,0.48099,2.364079,4.225,4.061,Not Available,Not Available,0.09166,Not Available,1565398784,4.746,Not Available,Not Available,25.424,LPG,
77.175,84.04574,0.6280645,Not Available,Not Available,0.64,Not Available,75.053,Not Available,0.174,Not Available,0.14598,0.89142996,0.1408,2.441483,1.836,1.407,Not Available,Not Available,Not Available,Not Available,493118336,13.526,Not Available,Not Available,49.151,TWFG,
26.206898,19.74026,2.7481468,Not Available,Not Available,0.85,0.14029,0.007,-34855500,Not Available,1.131,Not Available,Not Available,Not Available,Not Available,32.545,31.964,Not Available,Not Available,-0.01694,Not Available,1410326528,-99.193,Not Available,Not Available,5.531,MAG,
150.30771,72.37037,2.7974231,0.0435,Not Available,0.17,0.03608,72.024,70396624,0.084,1.288,0.19600001,0.54403,0.11869001,6.5548286,13.288,4.715,Not Available,Not Available,0.01843,Not Available,2418511872,23.815,Not Available,Not Available,6.985,UMH,
15.245284,1.7897468,0.366141,Not Available,Not Available,1.69,0.15281,67.296,223090496,0.137,0.917,0.28499,0.6211,0.18028,0.47515225,1.472,1.414,Not Available,Not Available,0.07113,Not Available,3584448000,3.274,Not Available,Not Available,44.136,AFYA,
6.5,Not Available,0.9941766,0.083900005,Not Available,Not Available,0.15928,Not Available,Not Available,-0.01,0.872,0.17121,1.0,12.197491,79.007355,0.261,0.214,Not Available,Not Available,0.0015199999,Not Available,Not Available,Not Available,Not Available,Not Available,14.253,ETV,
43.269234,31.304348,1.7813317,Not Available,Not Available,1.28,0.04243,35.821,84607248,0.056,1.177,0.08177,0.51756,0.03674,1.6027929,2.049,1.955,Not Available,Not Available,0.02779,Not Available,1740911616,14.22,Not Available,Not Available,12.631,NVEE,
10.863436,11.20909,1.427827,Not Available,Not Available,2.2,0.15516,1.423,95495504,-0.059,1.403,0.24716999,0.36536998,0.16223,1.7920634,4.67,4.283,Not Available,Not Available,0.0915,Not Available,1310709632,4.182,Not Available,Not Available,17.271,PLAB,
Not Available,7.742066,0.5380464,0.037100002,Not Available,0.94,-0.24708,36.431,861116480,0.009,2.577,0.23066999,0.64628,-0.45766,0.8557473,1.248,0.892,Not Available,Not Available,-0.05631,Not Available,2309496064,1.814,Not Available,Not Available,18.53,VET,
Not Available,-5.10676,0.6238793,Not Available,Not Available,-6.18,-0.1604,64.735,93751128,0.931,1.415,-0.45012,0.47458,-0.32755002,1.270781,0.56,0.507,Not Available,Not Available,-0.02479,Not Available,1244999680,9.113,Not Available,Not Available,64.692,SPHR,
257.75003,12.310449,0.9984505,Not Available,Not Available,0.76,0.00463,42.528,166057120,-0.135,2.438,0.13007,0.15687001,0.00537,1.1715306,2.289,2.005,Not Available,Not Available,0.030150002,Not Available,1942419840,7.088,Not Available,Not Available,10.326,HLX,
31.514706,27.47436,1.6008067,Not Available,Not Available,0.84,0.05184,69.326,137373744,0.016,0.888,0.0963,0.24340001,0.038540002,1.1973596,1.515,1.357,Not Available,Not Available,0.04257,Not Available,3288579328,9.906,Not Available,Not Available,13.387,CXW,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,KMPB,
2.8714416,-7.390496,9.367885,Not Available,Not Available,-4.14,-0.91624,Not Available,-60864876,Not Available,2.91,Not Available,Not Available,Not Available,Infinity,7.318,7.229,Not Available,Not Available,-0.38805,Not Available,1437794688,-7.392,Not Available,Not Available,3.338,SYRE,
37.0,15.712329,4.3217783,0.0106,Not Available,0.73,0.11969,136.73,110768872,0.252,1.425,0.36046,0.48715,0.14333001,4.1085525,2.885,2.808,Not Available,Not Available,0.08135,Not Available,1859439104,14.388,Not Available,Not Available,2.654,WT,
Not Available,-18.628763,6.2937856,Not Available,Not Available,-0.6,-0.42523,116.508,-101657000,Not Available,1.603,Not Available,Not Available,Not Available,Not Available,0.67,0.229,Not Available,Not Available,-0.11191,Not Available,2273747712,-19.579,Not Available,Not Available,1.77,PCT,
Not Available,35.714287,3.894081,Not Available,Not Available,-0.15,-0.08054,13.202,89386624,-0.163,Not Available,-0.27163,0.45411998,-0.02513,1.0960647,1.505,0.726,Not Available,Not Available,-0.0313,Not Available,1544594432,356.555,Not Available,Not Available,3.531,SONO,
40.361446,25.053473,4.530088,0.0105,Not Available,1.34,0.13357,74.964,29453250,-0.126,1.301,0.068390004,0.40666,0.063439995,2.6355548,3.007,1.734,Not Available,Not Available,0.0739,Not Available,1483127296,19.263,Not Available,Not Available,7.395,CDRE,
Not Available,5.487151,0.7641965,0.155,Not Available,1.48,-0.19212,462.906,Not Available,Not Available,1.889,4.96205,0.76963997,Not Available,10.028743,0.165,0.144,Not Available,Not Available,-0.030720001,Not Available,10952679424,Not Available,Not Available,Not Available,15.127,TWO,
68.73913,22.425533,1.1752026,Not Available,Not Available,0.86,0.03769,49.933,275312512,-0.02,Not Available,0.07177,0.23331,0.024,0.5405031,1.436,1.276,Not Available,Not Available,0.021,Not Available,2990449920,11.613,Not Available,Not Available,13.453,BV,
17.5,16.556885,3.5946436,0.0117999995,Not Available,4.9,0.22219,21.323,130716376,-0.032,0.97,0.12605,0.27768,0.07582,1.3232704,1.649,1.165,Not Available,Not Available,0.107880004,Not Available,1916507904,9.672,Not Available,Not Available,23.076,APOG,
14.204575,13.977244,1.4691426,0.01,Not Available,7.95,0.11323,Not Available,Not Available,0.16,0.748,0.48369998,Not Available,0.35077,4.9608097,Not Available,Not Available,Not Available,Not Available,0.014099999,Not Available,1427364480,Not Available,Not Available,Not Available,76.092,NIC,
Not Available,-48.722458,7.0508986,Not Available,Not Available,-0.07,-0.4154,81.406,-6630875,0.742,0.914,0.02273,0.66033995,-0.2882,4.4295683,4.03,3.455,Not Available,Not Available,-0.12184,Not Available,1004306240,-16.159,Not Available,Not Available,0.668,ARDX,
Not Available,24.151878,1.7685328,Not Available,Not Available,0.34,-0.041279998,0.151,-416699264,0.679,3.399,-0.40318,0.88237,-0.1534,10.362179,8.871,8.638,Not Available,Not Available,-0.02286,Not Available,1650609280,70.97,Not Available,Not Available,5.841,IREN,
12.1875,6.992505,0.7100376,0.034,Not Available,0.59,0.06022,1.261,236586368,-0.058,1.232,0.16945,0.43717998,0.08316,0.98866713,3.601,2.59,Not Available,Not Available,0.05291,Not Available,664800896,1.804,Not Available,Not Available,8.239,CGAU,
12.466666,12.435093,1.4529915,0.0218,Not Available,5.26,0.1201,Not Available,Not Available,0.021,0.769,0.4936,Not Available,0.35125,4.3483458,Not Available,Not Available,Not Available,Not Available,0.014989999,Not Available,1804005504,Not Available,Not Available,Not Available,45.045,SRCE,
14.993958,19.77291,2.3178592,0.059699997,Not Available,2.51,0.18576,280.684,Not Available,0.048,1.371,0.01722,0.06409,0.0071799997,0.09627537,1.144,0.507,Not Available,Not Available,0.04917,Not Available,3662927104,9.178,Not Available,Not Available,21.412,GLP,
89.26666,38.257145,2.580956,Not Available,Not Available,0.36,0.03184,37.361,12501750,0.16,1.342,0.15239,0.62089,0.07852,6.7489076,13.226,11.995,Not Available,Not Available,-0.0038,Not Available,1267864704,-781.186,Not Available,Not Available,5.188,DVAX,
14.691606,8.018592,1.9061787,0.0377,Not Available,30.12,0.15501,30.06,99149000,0.035,1.444,0.22578,0.41228,0.13432,1.9088889,1.843,1.837,Not Available,Not Available,0.02822,Not Available,1764029056,7.496,Not Available,Not Available,126.709,VRTS,
12.892157,11.585903,1.8476886,0.0186,Not Available,2.34,0.15106,2.382,142383008,-0.056,1.038,0.26376,0.83462,0.20423001,2.6477804,5.479,5.369,Not Available,Not Available,0.09394,Not Available,1137894400,6.554,Not Available,Not Available,14.234,PRDO,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,OXSQG,
27.139706,20.336088,7.580612,0.0135,Not Available,1.81,0.30938,3.057,33602248,0.056,1.636,0.26944,0.55271,0.26433,7.0836062,6.944,5.289,Not Available,Not Available,0.18045999,Not Available,1262049920,21.765,Not Available,Not Available,4.869,NSSC,
Not Available,7.555556,4.705676,0.0708,Not Available,1.9,0.0013600001,985.839,-5209500,-0.038,2.045,0.01779,0.16011,-0.00116,0.25058338,0.307,0.165,Not Available,Not Available,0.04593,Not Available,3483862528,7.783,Not Available,Not Available,2.854,BLMN,
22.714287,23.834507,1.9122069,Not Available,Not Available,0.16,0.08045,190.42,86080248,0.049,2.037,0.25207,0.72751,0.059070002,1.4241374,0.787,0.71,Not Available,Not Available,0.04877,Not Available,2658190848,10.202,Not Available,Not Available,1.663,GETY,
Not Available,Not Available,3.26,Not Available,Not Available,Not Available,-0.39761,1449.896,354750016,-0.054,2.612,0.06485,0.35092,-0.02706,0.018662194,1.219,0.663,Not Available,Not Available,0.03478,Not Available,7499660800,7.455,Not Available,Not Available,1.0,QRTEB,
Not Available,-46.114902,1.013301,Not Available,Not Available,0.06,-0.75292,264.942,44984624,-0.005,1.928,0.00162,0.37221,-0.21458,0.18477108,0.843,0.157,Not Available,Not Available,-0.0022,Not Available,4024542464,22.222,Not Available,Not Available,4.135,WOOF,
Not Available,-1.6323127,0.28300563,Not Available,Not Available,-2.13,-0.22718,307.591,-1837111552,0.186,2.262,-0.22307,0.53408,-0.51019,0.6216974,0.864,0.688,Not Available,Not Available,-0.011419999,Not Available,9368346624,312.153,Not Available,Not Available,14.24,NOVA,
20.11111,14.886442,1.0530252,0.0355,Not Available,2.55,0.053990003,Not Available,Not Available,-0.053,0.927,0.28445998,Not Available,0.21882,4.39127,Not Available,Not Available,Not Available,Not Available,0.006,Not Available,1916663808,Not Available,Not Available,Not Available,36.096,SASR,
Not Available,-8.763401,3.3014588,Not Available,Not Available,-2.47,-0.35059,26.733,-100358128,-0.171,1.501,-1.9388499,0.64910007,-0.91843003,7.6759715,4.107,3.901,Not Available,Not Available,-0.18638,Not Available,1340915200,-6.311,Not Available,Not Available,6.17,SDGR,
Not Available,18.295092,0.8170063,0.0468,Not Available,1.17,-0.009430001,170.767,245500000,-0.072,2.304,0.042,0.08695,-0.00153,0.115783304,1.493,0.775,Not Available,Not Available,0.02675,Not Available,4073571584,5.29,Not Available,Not Available,10.208,DAN,
13.788733,11.790493,3.1358104,Not Available,Not Available,0.55,0.2074,0.213,42432000,0.259,1.198,0.51596,0.70009005,0.30849,5.2708936,4.888,2.757,Not Available,Not Available,0.18843001,Not Available,1296823424,7.562,Not Available,Not Available,3.122,SILV,
Not Available,-29.91453,Not Available,Not Available,Not Available,-0.08,Not Available,Not Available,-16742250,Not Available,1.097,Not Available,Not Available,Not Available,Not Available,29.827,29.721,Not Available,Not Available,-0.12052,Not Available,1150713344,-47.242,Not Available,Not Available,-0.113,NG,
10.097221,16.522728,1.9474953,Not Available,Not Available,0.42,0.21019,122.655,114762496,-0.179,0.919,0.12994,0.42636,0.10614,1.0289078,2.797,2.148,Not Available,Not Available,0.097849995,Not Available,1579288192,6.428,Not Available,Not Available,3.733,JBI,
23.268293,31.53719,1.3883431,0.046,Not Available,0.61,0.0587,47.635,137909120,0.199,1.283,0.37603,0.49745,0.19301,6.0006137,0.905,0.219,Not Available,Not Available,0.03076,Not Available,1859222144,15.396,Not Available,Not Available,13.743,ALEX,
13.643835,15.742887,0.98205477,0.0175,Not Available,1.9,0.075840004,Not Available,Not Available,0.043,0.82,0.44571,Not Available,0.26686,3.637793,Not Available,Not Available,Not Available,Not Available,0.010989999,Not Available,1262154880,Not Available,Not Available,Not Available,30.426,STEL,
10.382513,9.547739,1.9859934,Not Available,Not Available,2.12,0.21045,0.722,96602376,0.058,2.15,0.37058,0.8164,0.36264,3.4188712,10.679,9.586,Not Available,Not Available,0.10503,Not Available,808494016,5.922,Not Available,Not Available,9.567,INMD,
14.169643,14.318797,1.2680783,0.0276,Not Available,3.32,0.096920006,Not Available,Not Available,-0.011,0.549,0.39845002,Not Available,0.28902,4.0583344,Not Available,Not Available,Not Available,Not Available,0.01135,Not Available,1863435392,Not Available,Not Available,Not Available,37.545,TCBK,
6.7466063,14.336539,3.9293714,0.0066000004,Not Available,2.11,0.56905,63.127,41375000,-0.148,1.553,0.060749996,0.12684,0.099209994,0.62635255,1.854,0.511,Not Available,Not Available,0.05725,Not Available,1778316032,11.84,Not Available,Not Available,7.589,REVG,
Not Available,-26.961203,3.777778,Not Available,Not Available,0.02,-0.54933,0.126,28868124,0.078,1.068,-0.90777,0.47717,-1.57206,9.291044,2.776,1.994,Not Available,Not Available,-0.18684,Not Available,1267319808,-7.534,Not Available,Not Available,1.26,MTTR,
Not Available,-14.871947,6.073948,Not Available,Not Available,-1.89,-0.47369,0.134,-108734752,8.898,-0.001,-0.85888,1.0,Not Available,68.66928,10.614,10.371,Not Available,Not Available,-0.29273,Not Available,1850469504,-10.054,Not Available,Not Available,4.111,NAMS,
11.570135,12.176191,1.7246728,0.117,Not Available,Not Available,0.109560005,208.676,126239128,-0.043,0.73,0.56901,0.79997003,0.2533,3.8032389,2.215,2.116,Not Available,Not Available,0.04851,Not Available,2771260160,10.414,Not Available,Not Available,14.826,FLNG,
Not Available,92.68622,0.8741259,Not Available,Not Available,0.15,Not Available,1.011,Not Available,0.095,Not Available,-0.023239998,0.25058,-0.08915,1.0614787,2.49,2.261,Not Available,Not Available,Not Available,Not Available,850225984,-20.484,Not Available,Not Available,12.584,WBTN,
12.17647,4.677966,1.052364,0.0678,Not Available,0.81,0.08834,202.378,-96662496,0.262,2.496,0.34561002,0.55562,0.086969994,1.0888658,1.411,1.307,Not Available,Not Available,0.0691,Not Available,2813878016,5.87,Not Available,Not Available,3.934,BORR,
Not Available,-19.645163,8.995569,Not Available,Not Available,-0.31,-0.55416,0.729,-70508376,-0.454,0.957,-5.3991,-0.40749002,Not Available,39.976505,3.544,2.522,Not Available,Not Available,-0.29873,Not Available,1217427584,-11.868,Not Available,Not Available,0.677,LVWR,
Not Available,86.3935,1.9700307,Not Available,Not Available,0.17,-0.12673001,44.984,34903752,-0.067,1.134,0.0636,0.29917,-0.09453,1.4314281,2.435,2.109,Not Available,Not Available,-0.01059,Not Available,1735135744,594.225,Not Available,Not Available,2.269,TWKS,
Not Available,-11.987157,3.856716,Not Available,Not Available,-5.26,-0.25027,0.382,-54264500,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,19.36,19.133,Not Available,Not Available,-0.17909001,Not Available,1390947584,-11.153,Not Available,Not Available,15.731,IRON,
14.529586,10.99888,1.6583093,Not Available,Not Available,9.95,0.119449995,57.366,89468000,-0.079,1.611,0.10243,0.19695,0.059720002,0.8417196,1.983,1.013,Not Available,Not Available,0.060900003,Not Available,1976949504,9.102,Not Available,Not Available,59.229,AMWD,
